ndataset,es,errorsd,n,k,hyp_val,seed,allsig,gpbf_ic,gpbf_iu,prodbf_ic,prodbf_iu,tbf_ic,tbf_iu
1,0,0.81,20,1,0.1,1089570229,0,1.24092677862491,1.10751211548856,1.24092677862491,1.10751211548856,1.24092677862491,1.10751211548856
2,0,0.81,20,1,0.1,807760552,0,0.392840297388418,0.564085197886632,0.392840297388418,0.564085197886632,0.392840297388418,0.564085197886632
3,0,0.81,20,1,0.1,394292433,0,0.153973183991493,0.266857473167458,0.153973183991493,0.266857473167458,0.153973183991493,0.266857473167458
4,0,0.81,20,1,0.1,125852597,0,0.264234798504581,0.418015385776643,0.264234798504581,0.418015385776643,0.264234798504581,0.418015385776643
5,0,0.81,20,1,0.1,2047879801,0,0.382503309691472,0.553348852057108,0.382503309691472,0.553348852057108,0.382503309691472,0.553348852057108
6,0,0.81,20,1,0.1,1661115635,0,0.155725728630035,0.269485613709791,0.155725728630035,0.269485613709791,0.155725728630035,0.269485613709791
7,0,0.81,20,1,0.1,1910778883,0,0.731396277027955,0.844862942969284,0.731396277027955,0.844862942969284,0.731396277027955,0.844862942969284
8,0,0.81,20,1,0.1,1307406530,0,0.753202766347774,0.859230638697681,0.753202766347774,0.859230638697681,0.753202766347774,0.859230638697681
9,0,0.81,20,1,0.1,1349209505,0,1.03479519704048,1.01710009788262,1.03479519704048,1.01710009788262,1.03479519704048,1.01710009788262
10,0,0.81,20,1,0.1,1443067017,0,0.741537999178881,0.851589801116604,0.741537999178881,0.851589801116604,0.741537999178881,0.851589801116604
11,0,0.81,20,1,0.1,1771984819,0,0.0909593071946813,0.166751054039904,0.0909593071946813,0.166751054039904,0.0909593071946813,0.166751054039904
12,0,0.81,20,1,0.1,140561865,0,0.751671182378638,0.858233200317791,0.751671182378638,0.858233200317791,0.751671182378638,0.858233200317791
13,0,0.81,20,1,0.1,2021538323,0,1.3624909104082,1.15343589632926,1.3624909104082,1.15343589632926,1.3624909104082,1.15343589632926
14,0,0.81,20,1,0.1,971289069,0,1.58531852111168,1.22640093138699,1.58531852111168,1.22640093138699,1.58531852111168,1.22640093138699
15,0,0.81,20,1,0.1,51358017,0,0.955924476888091,0.977465631402069,0.955924476888091,0.977465631402069,0.955924476888091,0.977465631402069
16,0,0.81,20,1,0.1,25473640,0,1.02719816223171,1.01341662731273,1.02719816223171,1.01341662731273,1.02719816223171,1.01341662731273
17,0,0.81,20,1,0.1,1965675435,0,0.260197743766775,0.412947483922687,0.260197743766775,0.412947483922687,0.260197743766775,0.412947483922687
18,0,0.81,20,1,0.1,850573419,0,0.296619006884883,0.457526853007502,0.296619006884883,0.457526853007502,0.296619006884883,0.457526853007502
19,0,0.81,20,1,0.1,1814333822,0,0.672329422172912,0.804063378014754,0.672329422172912,0.804063378014754,0.672329422172912,0.804063378014754
20,0,0.81,20,1,0.1,1399715390,0,0.666489665006813,0.799872545269079,0.666489665006813,0.799872545269079,0.666489665006813,0.799872545269079
21,0,0.81,20,1,0.1,1843069917,0,0.308800265974801,0.471882951131276,0.308800265974801,0.471882951131276,0.308800265974801,0.471882951131276
22,0,0.81,20,1,0.1,1815425694,10,3.62460468558621,1.56753060294357,3.62460468558621,1.56753060294357,3.62460468558621,1.56753060294357
23,0,0.81,20,1,0.1,86709722,0,0.162949436410366,0.28023477428792,0.162949436410366,0.28023477428792,0.162949436410366,0.28023477428792
24,0,0.81,20,1,0.1,566773698,0,0.215451003553511,0.354520261077754,0.215451003553511,0.354520261077754,0.215451003553511,0.354520261077754
25,0,0.81,20,1,0.1,247123480,0,0.316049493025083,0.480300314995908,0.316049493025083,0.480300314995908,0.316049493025083,0.480300314995908
26,0,0.81,20,1,0.1,208189462,0,0.322079505937001,0.487231674783016,0.322079505937001,0.487231674783016,0.322079505937001,0.487231674783016
27,0,0.81,20,1,0.1,1388542735,0,0.33847089065689,0.505757567115664,0.33847089065689,0.505757567115664,0.33847089065689,0.505757567115664
28,0,0.81,20,1,0.1,1447676848,0,0.873148395137104,0.932278934657701,0.873148395137104,0.932278934657701,0.873148395137104,0.932278934657701
29,0,0.81,20,1,0.1,1645969981,10,3.61056195310471,1.56621339863939,3.61056195310471,1.56621339863939,3.61056195310471,1.56621339863939
30,0,0.81,20,1,0.1,1562930936,0,1.76635848929598,1.27702790229876,1.76635848929598,1.27702790229876,1.76635848929598,1.27702790229876
31,0,0.81,20,1,0.1,900965232,0,1.9625959022881,1.32491636862952,1.9625959022881,1.32491636862952,1.9625959022881,1.32491636862952
32,0,0.81,20,1,0.1,1891543059,0,0.317126249138874,0.481542675724824,0.317126249138874,0.481542675724824,0.317126249138874,0.481542675724824
33,0,0.81,20,1,0.1,52257152,0,0.53526994173976,0.697297494319713,0.53526994173976,0.697297494319713,0.53526994173976,0.697297494319713
34,0,0.81,20,1,0.1,1613530711,0,0.627660106764383,0.771242231908109,0.627660106764383,0.771242231908109,0.627660106764383,0.771242231908109
35,0,0.81,20,1,0.1,778204675,0,0.533371460631114,0.695684606535691,0.533371460631114,0.695684606535691,0.533371460631114,0.695684606535691
36,0,0.81,20,1,0.1,267853181,0,0.359188567292192,0.528533826631236,0.359188567292192,0.528533826631236,0.359188567292192,0.528533826631236
37,0,0.81,20,1,0.1,1703495494,0,1.78677701639546,1.28232507006002,1.78677701639546,1.28232507006002,1.78677701639546,1.28232507006002
38,0,0.81,20,1,0.1,248373458,0,0.857471370862041,0.92326738846488,0.857471370862041,0.92326738846488,0.857471370862041,0.92326738846488
39,0,0.81,20,1,0.1,294546498,0,0.48516922578419,0.653352112824727,0.48516922578419,0.653352112824727,0.48516922578419,0.653352112824727
40,0,0.81,20,1,0.1,1424278548,0,0.355137220499171,0.524134700349161,0.355137220499171,0.524134700349161,0.355137220499171,0.524134700349161
41,0,0.81,20,1,0.1,932138322,0,2.024147018782,1.33865649137473,2.024147018782,1.33865649137473,2.024147018782,1.33865649137473
42,0,0.81,20,1,0.1,477900498,0,0.579907675638027,0.734103244866927,0.579907675638027,0.734103244866927,0.579907675638027,0.734103244866927
43,0,0.81,20,1,0.1,974826974,0,0.37962669145947,0.550332483141314,0.37962669145947,0.550332483141314,0.37962669145947,0.550332483141314
44,0,0.81,20,1,0.1,138233983,0,2.16855885060172,1.36879821575032,2.16855885060172,1.36879821575032,2.16855885060172,1.36879821575032
45,0,0.81,20,1,0.1,353025089,0,0.722379459295681,0.838815692322611,0.722379459295681,0.838815692322611,0.722379459295681,0.838815692322611
46,0,0.81,20,1,0.1,638368360,0,0.37823357557669,0.548867161966243,0.37823357557669,0.548867161966243,0.37823357557669,0.548867161966243
47,0,0.81,20,1,0.1,1942128891,0,0.637922912839419,0.778941313829651,0.637922912839419,0.778941313829651,0.637922912839419,0.778941313829651
48,0,0.81,20,1,0.1,1338048200,0,0.771670380976155,0.871121839888722,0.771670380976155,0.871121839888722,0.771670380976155,0.871121839888722
49,0,0.81,20,1,0.1,1488760423,0,0.357842433592628,0.527075048974318,0.357842433592628,0.527075048974318,0.357842433592628,0.527075048974318
50,0,0.81,20,1,0.1,39467689,0,0.668562593792246,0.801363516453712,0.668562593792246,0.801363516453712,0.668562593792246,0.801363516453712
51,0,0.81,20,1,0.1,600206731,0,1.36080850549098,1.1528326014803,1.36080850549098,1.1528326014803,1.36080850549098,1.1528326014803
52,0,0.81,20,1,0.1,556198033,0,2.74685233511671,1.46621862269424,2.74685233511671,1.46621862269424,2.74685233511671,1.46621862269424
53,0,0.81,20,1,0.1,570196845,0,0.91618337418298,0.956258557011663,0.91618337418298,0.956258557011663,0.91618337418298,0.956258557011663
54,0,0.81,20,1,0.1,956396500,0,0.423886418292726,0.595393583149657,0.423886418292726,0.595393583149657,0.423886418292726,0.595393583149657
55,0,0.81,20,1,0.1,176688929,0,0.864519255651599,0.927337438893298,0.864519255651599,0.927337438893298,0.864519255651599,0.927337438893298
56,0,0.81,20,1,0.1,1920807354,0,1.07929511397929,1.03813557462151,1.07929511397929,1.03813557462151,1.07929511397929,1.03813557462151
57,0,0.81,20,1,0.1,1319768692,0,0.822073522902996,0.902349452499847,0.822073522902996,0.902349452499847,0.822073522902996,0.902349452499847
58,0,0.81,20,1,0.1,726358056,0,0.504514218657624,0.670667265754073,0.504514218657624,0.670667265754073,0.504514218657624,0.670667265754073
59,0,0.81,20,1,0.1,10760285,0,0.105608885300018,0.191042034310996,0.105608885300018,0.191042034310996,0.105608885300018,0.191042034310996
60,0,0.81,20,1,0.1,1652279482,0,0.132319513460231,0.233714091980759,0.132319513460231,0.233714091980759,0.132319513460231,0.233714091980759
61,0,0.81,20,1,0.1,1655971890,0,1.70220845687268,1.2598646507403,1.70220845687268,1.2598646507403,1.70220845687268,1.2598646507403
62,0,0.81,20,1,0.1,1881927194,0,1.53005342270502,1.20950285790343,1.53005342270502,1.20950285790343,1.53005342270502,1.20950285790343
63,0,0.81,20,1,0.1,1229429073,0,1.09234678574466,1.04413550677824,1.09234678574466,1.04413550677824,1.09234678574466,1.04413550677824
64,0,0.81,20,1,0.1,1847234700,0,0.908819092504979,0.952231771018507,0.908819092504979,0.952231771018507,0.908819092504979,0.952231771018507
65,0,0.81,20,1,0.1,2073002987,0,0.23244270194529,0.377206504737942,0.23244270194529,0.377206504737942,0.23244270194529,0.377206504737942
66,0,0.81,20,1,0.1,192198431,0,2.02451854232144,1.33873772899244,2.02451854232144,1.33873772899244,2.02451854232144,1.33873772899244
67,0,0.81,20,1,0.1,1291559941,0,1.3122448847064,1.13503971260642,1.3122448847064,1.13503971260642,1.3122448847064,1.13503971260642
68,0,0.81,20,1,0.1,1088047182,0,0.375162028566507,0.545625927379009,0.375162028566507,0.545625927379009,0.375162028566507,0.545625927379009
69,0,0.81,20,1,0.1,1670319263,0,1.42923641443453,1.17669602344343,1.42923641443453,1.17669602344343,1.42923641443453,1.17669602344343
70,0,0.81,20,1,0.1,1701703807,0,3.02889018174427,1.50358537716856,3.02889018174427,1.50358537716856,3.02889018174427,1.50358537716856
71,0,0.81,20,1,0.1,23708816,0,0.869894280622528,0.930420815376706,0.869894280622528,0.930420815376706,0.869894280622528,0.930420815376706
72,0,0.81,20,1,0.1,1505608533,0,0.777424474993362,0.874776381141327,0.777424474993362,0.874776381141327,0.777424474993362,0.874776381141327
73,0,0.81,20,1,0.1,1132835881,0,0.699363989311037,0.823089101228479,0.699363989311037,0.823089101228479,0.699363989311037,0.823089101228479
74,0,0.81,20,1,0.1,1720276982,0,0.402893814923652,0.574375352771187,0.402893814923652,0.574375352771187,0.402893814923652,0.574375352771187
75,0,0.81,20,1,0.1,1659372169,0,0.288561098516796,0.447881127016698,0.288561098516796,0.447881127016698,0.288561098516796,0.447881127016698
76,0,0.81,20,1,0.1,455713417,0,2.08617232746152,1.35194804833047,2.08617232746152,1.35194804833047,2.08617232746152,1.35194804833047
77,0,0.81,20,1,0.1,1799286792,0,1.08250668768188,1.03961893047927,1.08250668768188,1.03961893047927,1.08250668768188,1.03961893047927
78,0,0.81,20,1,0.1,649121798,0,0.107351381150247,0.19388855782838,0.107351381150247,0.19388855782838,0.107351381150247,0.19388855782838
79,0,0.81,20,1,0.1,1745406623,0,1.12988480015555,1.0609820775969,1.12988480015555,1.0609820775969,1.12988480015555,1.0609820775969
80,0,0.81,20,1,0.1,1707137832,0,1.14341406261226,1.06690917313358,1.14341406261226,1.06690917313358,1.14341406261226,1.06690917313358
81,0,0.81,20,1,0.1,1811544960,0,0.328787445069377,0.49486837987426,0.328787445069377,0.49486837987426,0.328787445069377,0.49486837987426
82,0,0.81,20,1,0.1,100634959,0,0.898177941171072,0.94635800120714,0.898177941171072,0.94635800120714,0.898177941171072,0.94635800120714
83,0,0.81,20,1,0.1,1335261174,0,0.46347841833299,0.63339289808034,0.46347841833299,0.63339289808034,0.46347841833299,0.63339289808034
84,0,0.81,20,1,0.1,2127163349,0,0.118493029261738,0.211879781387543,0.118493029261738,0.211879781387543,0.118493029261738,0.211879781387543
85,0,0.81,20,1,0.1,538176043,0,0.117542329467336,0.210358617061705,0.117542329467336,0.210358617061705,0.117542329467336,0.210358617061705
86,0,0.81,20,1,0.1,2028137149,0,0.591584514401553,0.743390638761004,0.591584514401553,0.743390638761004,0.591584514401553,0.743390638761004
87,0,0.81,20,1,0.1,1888267652,0,0.761928454345422,0.864880128890913,0.761928454345422,0.864880128890913,0.761928454345422,0.864880128890913
88,0,0.81,20,1,0.1,1907173624,0,0.366952879562799,0.536891775933281,0.366952879562799,0.536891775933281,0.366952879562799,0.536891775933281
89,0,0.81,20,1,0.1,1342616681,0,1.13634568293984,1.06382191984596,1.13634568293984,1.06382191984596,1.13634568293984,1.06382191984596
90,0,0.81,20,1,0.1,2132504916,0,0.273992989557789,0.43013264877209,0.273992989557789,0.43013264877209,0.273992989557789,0.43013264877209
91,0,0.81,20,1,0.1,279767075,0,0.590134594233516,0.74224483433488,0.590134594233516,0.74224483433488,0.590134594233516,0.74224483433488
92,0,0.81,20,1,0.1,355665989,0,1.69251622778868,1.25720039145594,1.69251622778868,1.25720039145594,1.69251622778868,1.25720039145594
93,0,0.81,20,1,0.1,1997448795,0,0.64909221220035,0.787211542687808,0.64909221220035,0.787211542687808,0.64909221220035,0.787211542687808
94,0,0.81,20,1,0.1,63620414,0,0.996409195535083,0.998201368500532,0.996409195535083,0.998201368500532,0.996409195535083,0.998201368500532
